section_key,section_name,section type,Brand,Sub.Group,MPN,Option name,Cores,Threads,Freq(GHz),MaxMemSpeed(MT/s),SRAM_Cache(MB),DRAM_Cache(GB),BBU,Freq(MT/s),Capacity(GB),FormFactor(/mm),Interface,HDD_RPM,PCIeVersion,PCIeLane,Spec,Port,Connector,XCVR_Mode
Raid,RAID,optional,Broadcom,16i,05-50113-00,Broadcom MegaRAID(R) 9670W-16i,,,,,,8,05-50039-00,,,,,,PCIe 4.0,16,9670W-16i,2,x8 SFF-8654 (SlimSAS),
Raid,RAID,optional,Broadcom,8i,05-50134-25,Broadcom MegaRAID(R) 9520-8i,,,,,,12,05-50134-25,,,,,,PCIe 4.0,8,9520-8i,1,x8 SFF-8654 (SlimSAS),
Raid,RAID,optional,Broadcom,16i,05-50107-00,Broadcom MegaRAID(R) 9660-16i,,,,,,4,05-50107-00,,,,,,PCIe 4.0,8,9660-16i,2,x8 SFF-8654 (SlimSAS),
BBU,RAID BBU (Backup),optional,Broadcom,BBU,05-50039-00,Broadcom CVPM05,,,,,,N/A,N/A,,,,,,N/A,N/A,CVPM05,N/A,N/A,
Raid,RAID,optional,Microchip,8i,3204C8IXS,Microchip SmartRAID 3204-8i,,,,,,4,ASC-400,,,,,,PCIe 4.0,8,3204-8i,1,x8 SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,16i,2295000-R,Microchip SmartRAID 3154-16i,,,,,,4,AFM-700,,,,,,PCIe 3.0,16,3154-16i,4,x SFF-8643 (Mini-SAS HD),
Raid,RAID,optional,Microchip,16i,3258C16IX2S,Microchip SmartRAID 3258-16i,,,,,,8,ASC-400,,,,,,PCIe 4.0,8,3258-16i,1,x SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,8i,2291000-R,Microchip SmartRAID 3154-8i,,,,,,4,AFM-700,,,,,,PCIe 3.0,8,3154-8i,2,x SFF-8643 (Mini-SAS HD),
Raid,RAID,optional,Microchip,16i,3258UPC16IX2S,Microchip SmartRAID 3258P-16i,,,,,,8,ASC-400,,,,,,PCIe 4.0,16,3258P-16i,2,x SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,8i,3254C8IXS,Microchip SmartRAID 3254-8i,,,,,,4,ASC-400,,,,,,PCIe 4.0,8,3254-8i,1,x SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,32i,3258UPC32IX2S,Microchip SmartRAID 3258UP-32i,,,,,,8,ASCM40F,,,FHHL,,,PCIe 4.0,8,3258UP-32i,4,x8 SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,16i,3254C16IX2S,Microchip SmartRAID 3254-16i,,,,,,4,ASC-400,,,,,,PCIe 4.0,8,3254-16i,2,SFF-8654 (SlimSAS),
Raid,RAID,optional,Microchip,24i,2294700-R,Microchip SmartRAID 3154-24i,,,,,,4,AFM-700,,,,,,PCIe 3.0,8,3154-24i,6,SFF-8643 (Mini-SAS HD),
Raid,RAID,optional,Broadcom,M2,05-50148-03,Broadcom MegaRAID(R) 9520-2M2,,,,,,N/A,N/A,,,,,,PCIe 4.0,2,9520-2M2,2,x M.2 NVMe 插槽 (板載),
NIC Card,NIC Card,optional,Intel,1G,I350T2V2BLK,"1GbE, 2-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,4,,2,RJ45,
NIC Card,NIC Card,optional,Intel,1G,I350T4V2BLK,"1GbE, 4-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,4,,4,RJ45,
NIC Card,NIC Card,optional,Intel,1G,I350T4G2P20,"1GbE, 4-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,4,,4,RJ45,
NIC Card,NIC Card,optional,Intel,1G,I350T4OCPV3G1P5,"1GbE, 4-port, RJ45, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe v2.1,4,,4,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710T2LBLK,"10GbE, 2-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710T4LBLK,"10GbE, 4-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,4,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710DA2BLK,"10GbE, 2-port, SFP+, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,8,,2,SFP+,
NIC Card,NIC Card,optional,Intel,10G,X710DA4FHBLK,"10GbE, 4-port, SFP+, Full Height",,,,,,,,,,FHHL,,,PCIe 4.0,8,,4,SFP+,
NIC Card,NIC Card,optional,Intel,10G,X710T2LOCPV3,"10GbE, 2-port, RJ45, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,8,,2,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710T2LOCPV3G1P,"10GbE, 2-port, RJ45, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,8,,2,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710T4LOCPV3,"10GbE, 4-port, RJ45, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,8,,4,RJ45,
NIC Card,NIC Card,optional,Intel,10G,X710DA2OCPV3G1P,"10GbE, 2-port, SFP+, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,8,,2,SFP+,
NIC Card,NIC Card,optional,Intel,10G,X710DA4OCPV3G1P,"10GbE, 4-port, SFP+, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,8,,4,SFP+,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA2G1P5,"25GbE, 2-port, SFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA4TGG1,"25GbE, 4-port, SFP28, Full Height",,,,,,,,,,FHHL,,,PCIe v2.1,16,,4,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA4TG1,"25GbE, 4-port, SFP28, Full Height",,,,,,,,,,FHHL,,,PCIe v2.1,16,,4,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA2OCPV3,"25GbE, 2-port, SFP28, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA2OCP3G,"25GbE, 2-port, SFP28, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA4OCPV3,"25GbE, 4-port, SFP28, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,16,,4,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA2BLK,"25GbE, 2-port, SFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA4BLK,"25GbE, 4-port, SFP28, Full Height",,,,,,,,,,FHHL,,,PCIe v2.1,16,,4,SFP28,
NIC Card,NIC Card,optional,Intel,25G,E810XXVDA4LG1P5,"25GbE, 4-port, SFP28, Full Height",,,,,,,,,,FHHL,,,PCIe v2.1,16,,4,SFP28,
NIC Card,NIC Card,optional,Intel,100G,E8102CQDA2 ,"100GbE, 2-port, QSFP28, Full Height",,,,,,,,,,FHHL,,,PCIe 3.0,16,,2,QSFP28,
NIC Card,NIC Card,optional,Intel,100G,E810CQDA1,"100GbE, 1-port, QSFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,1,QSFP28,
NIC Card,NIC Card,optional,Intel,100G,E810CQDA1OCPV3,"100GbE, 1-port, QSFP28, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,16,,1,QSFP28,
NIC Card,NIC Card,optional,Intel,100G,E810CQDA2BLK,"100GbE, 2-port, QSFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,2,QSFP28,
NIC Card,NIC Card,optional,Intel,100G,E810CQDA2G2P5,"100GbE, 2-port, QSFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,2,QSFP28,
NIC Card,NIC Card,optional,Intel,100G,E810CQDA2OCPV3,"100GbE, 2-port, QSFP28, OCP 3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,16,,2,QSFP28,
NIC Card,NIC Card,optional,Broadcom,10G,BCM957412A4120AC,"10GbE, 2-port, SFP+, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,SFP+,
NIC Card,NIC Card,optional,Broadcom,10G,BCM957416A4160C,"10GbE, 2-port, RJ45, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,RJ45,
NIC Card,NIC Card,optional,Broadcom,10G,BCM957416N4160C,"10GbE, 2-port, RJ45, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,8,,2,RJ45,
NIC Card,NIC Card,optional,Broadcom,10G,BCM957412N4120C,"10GbE, 2-port, SFP+, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,8,,2,SFP+,
NIC Card,NIC Card,optional,Broadcom,25G,BCM957414A4142CC,"25GbE, 2-port, SFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Broadcom,25G,BCM957504-P425G,"25GbE, 4-port, SFP28, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,4,SFP28,
NIC Card,NIC Card,optional,Broadcom,25G,BCM957414N4140C,"25GbE, 2-port, SFP28, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 3.0,8,,2,SFP28,
NIC Card,NIC Card,optional,Broadcom,25G,BCM957504-N425G,"25GbE, 4-port, SFP28, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,16,,4,SFP28,
NIC Card,NIC Card,optional,Broadcom,50G,BCM957414A4140C,"50GbE, 1-port, SFP56, HH PCIe",,,,,,,,,,HHHL,,,PCIe 3.0,8,,1,SFP56,
NIC Card,NIC Card,optional,Broadcom,100G,BCM957504-N1100G,"100GbE, 1-port, QSFP56, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,16,,1,QSFP56,
NIC Card,NIC Card,optional,Broadcom,100G,BCM957508-P2100G,"100GbE, 2-port, QSFP56, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,2,QSFP56,
NIC Card,NIC Card,optional,Broadcom,100G,BCM957508-N2100G,"100GbE, 2-port, QSFP56, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 4.0,16,,2,QSFP56,
NIC Card,NIC Card,optional,Broadcom,200G,BCM957508-P1200G,"200GbE, 1-port, QSFP56, HH PCIe",,,,,,,,,,HHHL,,,PCIe 4.0,16,,1,QSFP56,
NIC Card,NIC Card,optional,Broadcom,200G,BCM957608-P2200GQF00,"200GbE, 2-port, QSFP112, HH PCIe",,,,,,,,,,HHHL,,,PCIe 5.0,16,,2,QSFP112,
NIC Card,NIC Card,optional,Broadcom,200G,BCM957608-N2200GQP00,"200GbE, 2-port, QSFP112, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 5.0,16,,2,QSFP112,
NIC Card,NIC Card,optional,Broadcom,400G,BCM957608-N1400GDP00,"400GbE, 1-port, QSFP112, OCP3.0",,,,,,,,,,OCP3.0,,,PCIe 5.0,16,,1,QSFP112,
NIC Card,NIC Card,optional,Broadcom,400G,BCM957608-P1400GDF00,"400GbE, 1-port, QSFP112, HH PCIe",,,,,,,,,,HHHL,,,PCIe 5.0,16,,1,QSFP112,
Transceiver,Transceiver,optional,Hi-Optel,1.25G,HTSFP-24-1122TF,"1.25GbE, SFP,RJ-45",,,,,,,,,,,,,,,,,SFP,RJ-45
Transceiver,Transceiver,optional,AOI,10G,A7ELSN85ADMA1110,"10GbE, SFP+, LC",,,,,,,,,,,,,,,,,SFP+,LC
Transceiver,Transceiver,optional,Light Express,10G,M-SSAL-300C-YALE,"2.5G/1.25G, SFP, GPON ONU",,,,,,,,,,,,,,,,,SFP+,GPON ONU
Transceiver,Transceiver,optional,Formerica,10G,TAS-A1NH1-P11,"10GbE, SFP+, SR ",,,,,,,,,,,,,,,,,SFP+,SR 
Transceiver,Transceiver,optional,Formerica,10G,TAS-A1NB1-FAH,"10GbE, SFP+, LR",,,,,,,,,,,,,,,,,SFP+,LR
Transceiver,Transceiver,optional,Formerica,32G,TAS-A1L7G-JTA,"32GbE, SFP28, SR",,,,,,,,,,,,,,,,,SFP28,SR
Transceiver,Transceiver,optional,Formerica,32G,TAS-AAEB1-FTA,"32GbE, SFP28, LR",,,,,,,,,,,,,,,,,SFP28,LR
Transceiver,Transceiver,optional,Luxshare,10G,P591SMA05-SD-T,"10GbE, SFP+, SR",,,,,,,,,,,,,,,,,SFP+,SR
Transceiver,Transceiver,optional,Luxshare,10G,P591SSD05-NC-T,"10GbE, SFP+, LR",,,,,,,,,,,,,,,,,SFP+,LR
Transceiver,Transceiver,optional,Luxshare,25G,P592SMA05-SD-R,"25GbE, SFP28, SR",,,,,,,,,,,,,,,,,SFP28,SR
Transceiver,Transceiver,optional,Luxshare,32G,P592SMA11-SD-T,"32GbE, SFP28, SR",,,,,,,,,,,,,,,,,SFP28,SR
Transceiver,Transceiver,optional,Luxshare,100G,P591QMA22-SD-R,"100GbE, QSFP28, SR4",,,,,,,,,,,,,,,,,QSFP28,SR4
